condition,outer_fold,group_id,subject_id,target,difference,contrast,is_synthetic,synthetic_notice,protocol_id
non_speaking,0,MOCK_G02,MOCK_S04,right_eyelid,-0.0006760949327158997,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G02,MOCK_S04,whole_face,-0.0008791174681226496,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S05,jaw,-0.0015450059063435995,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S05,left_brow,0.0003134818232443,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S05,left_cheek,-0.0009542354454824993,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S05,left_eyelid,-0.0002794994758184002,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S05,mouth,-0.0012602303854318993,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S05,right_brow,9.87965581333997e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S05,right_cheek,-0.0009233170721075993,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S05,right_eyelid,-0.0005274912454995995,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S05,whole_face,-0.0006346876436632374,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S06,jaw,-0.0014239974866154005,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S06,left_brow,0.0002178803578047001,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S06,left_cheek,-0.0007464126410553999,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S06,left_eyelid,-0.00013069402388540038,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S06,mouth,-0.001205443965447901,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S06,right_brow,8.762516350359958e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S06,right_cheek,-0.0011012419413095002,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S06,right_eyelid,-0.0005437731987191002,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S06,whole_face,-0.0006057572169655499,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S07,jaw,-0.0016646161325038992,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S07,left_brow,0.00010674719785930004,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S07,left_cheek,-0.0008430437664312994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S07,left_eyelid,-0.0004743205721604001,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S07,mouth,-0.0014297197937238994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S07,right_brow,-0.00011747956862189976,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S07,right_cheek,-0.0012455603902635998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S07,right_eyelid,-0.0006265231495848995,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S07,whole_face,-0.0007868145219288242,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S08,jaw,-0.001998964912483801,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S08,left_brow,-0.00015488531975720032,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S08,left_cheek,-0.0012005677319022997,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S08,left_eyelid,-0.0008064632207054005,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S08,mouth,-0.001586679289632101,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S08,right_brow,-0.0004667003538777999,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S08,right_cheek,-0.0016194601679955008,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S08,right_eyelid,-0.0009497134327757003,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S08,whole_face,-0.001097929303641225,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S09,jaw,-0.0019182719083024992,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S09,left_brow,-0.0002127113127454996,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S09,left_cheek,-0.0013492046883711991,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S09,left_eyelid,-0.0007046167281359993,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S09,mouth,-0.0018513303731715995,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S09,right_brow,-0.00048790915667439993,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S09,right_cheek,-0.0015045303530840997,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S09,right_eyelid,-0.0009702792879280001,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S09,whole_face,-0.001124856726051662,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,jaw,-0.0017951414876040996,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_brow,-3.662898669680014e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_cheek,-0.0010326496230495,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_eyelid,-0.0005111444800986005,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,mouth,-0.0016143713794366,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_brow,-0.00021541281908819994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_cheek,-0.0013543758273875002,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_eyelid,-0.0008841206158852997,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,whole_face,-0.0009304806524058247,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,jaw,-0.0015527807414137994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,left_brow,0.00024394691634349944,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,left_cheek,-0.0006789739455493994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,left_eyelid,-0.0004045068794587001,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,mouth,-0.0013158243158532994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_brow,-0.0001323592502568997,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_cheek,-0.0011494331220698994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_eyelid,-0.0005672265302923002,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,whole_face,-0.0006946447335688501,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S12,jaw,-0.0014368979609108998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S12,left_brow,0.00024469337883080075,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S12,left_cheek,-0.0008199906929301001,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S12,left_eyelid,-4.58617301411007e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S12,mouth,-0.0011756451960120004,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S12,right_brow,0.0001448816267640993,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S12,right_cheek,-0.0008963378458712,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S12,right_eyelid,-0.0005427357314161003,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S12,whole_face,-0.0005659867689608127,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S13,jaw,-0.0015929645911287992,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S13,left_brow,0.00018208743430730024,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S13,left_cheek,-0.0007935157311454001,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S13,left_eyelid,-0.00038805497540359956,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S13,mouth,-0.0012611623597173997,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S13,right_brow,-0.00010293557407820009,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S13,right_cheek,-0.00112898302442,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S13,right_eyelid,-0.000653864195303,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S13,whole_face,-0.0007174241271111371,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S14,jaw,-0.0018396553013465995,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S14,left_brow,-0.00010362963813430066,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S14,left_cheek,-0.0012809678265086003,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S14,left_eyelid,-0.0006871523343595998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S14,mouth,-0.0016251998998264997,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S14,right_brow,-0.00043666786066930054,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S14,right_cheek,-0.0013694801186971,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S14,right_eyelid,-0.0007487800069499997,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S14,whole_face,-0.0010114416233114997,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S15,jaw,-0.0019678177354401994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S15,left_brow,-0.0003425193334885999,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S15,left_cheek,-0.0011211165596837994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S15,left_eyelid,-0.0007941868725482,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S15,mouth,-0.0018021230128435995,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S15,right_brow,-0.0004974053149862994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S15,right_cheek,-0.0016143490176411994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S15,right_eyelid,-0.0010350059542968996,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S15,whole_face,-0.0011468154751161,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,jaw,-0.001847551632901799,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_brow,-0.0001364258274116001,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_cheek,-0.0012332901602414006,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,-0.0006829072962500999,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,-0.001685973638908299,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,-0.0003728286755216,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,-0.0013088061050196996,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_eyelid,-0.0010016907741458,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,whole_face,-0.0010336842638000374,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S17,jaw,-0.0016769591759734003,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S17,left_brow,0.00020030579581400022,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S17,left_cheek,-0.0008052993115974004,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S17,left_eyelid,-0.0003689346790564001,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S17,mouth,-0.0013559923782039,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S17,right_brow,-0.00011490925874019925,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S17,right_cheek,-0.0011841765947308005,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S17,right_eyelid,-0.0007366223056483002,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S17,whole_face,-0.0007553234885170502,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S18,jaw,-0.0015064344866163011,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S18,left_brow,0.0005015804634600001,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S18,left_cheek,-0.0008077209655307999,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S18,left_eyelid,-0.0001616358388238006,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S18,mouth,-0.0011789893477193994,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S18,right_brow,3.462249431750077e-05,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S18,right_cheek,-0.0009171535870634998,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S18,right_eyelid,-0.0004587329981787999,persistence-self,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
